car,time [us],time [s],NIS
2, 5233333, 5.23333, 1.03055
2, 5266666, 5.26667, 0.519356
2, 5300000, 5.3, 0.210218
2, 5333333, 5.33333, 2.7353
2, 5366666, 5.36667, 0.269525
2, 5400000, 5.4, 0.671218
2, 5433333, 5.43333, 0.0748382
2, 5466666, 5.46667, 0.565737
2, 5500000, 5.5, 1.0525
2, 5533333, 5.53333, 1.75203
2, 5566666, 5.56667, 0.0904666
2, 5600000, 5.6, 0.812956
2, 5633333, 5.63333, 0.304615
2, 5666666, 5.66667, 4.81544
2, 5700000, 5.7, 4.89511
2, 5733333, 5.73333, 2.232
2, 5766666, 5.76667, 2.24205
2, 5800000, 5.8, 4.28397
2, 5833333, 5.83333, 4.08187
2, 5866666, 5.86667, 5.01314
2, 5900000, 5.9, 2.26046
2, 5933333, 5.93333, 5.84225
2, 5966666, 5.96667, 0.0957511
2, 6000000, 6, 0.0155234
2, 6033333, 6.03333, 0.157764
2, 6066666, 6.06667, 0.462535
2, 6100000, 6.1, 2.1658
2, 6133333, 6.13333, 6.78227
2, 6166666, 6.16667, 2.62172
2, 6200000, 6.2, 0.599952
2, 6233333, 6.23333, 2.86989
2, 6266666, 6.26667, 0.879702
2, 6300000, 6.3, 0.406598
2, 6333333, 6.33333, 0.663514
2, 6366666, 6.36667, 4.3242
2, 6400000, 6.4, 0.590411
2, 6433333, 6.43333, 1.17303
2, 6466666, 6.46667, 0.949585
2, 6500000, 6.5, 3.38428
2, 6533333, 6.53333, 0.132923
2, 6566666, 6.56667, 0.30363
2, 6600000, 6.6, 0.21665
2, 6633333, 6.63333, 2.38313
2, 6666666, 6.66667, 1.13665
2, 6700000, 6.7, 0.775221
2, 6733333, 6.73333, 11.6533
2, 6766666, 6.76667, 0.885979
2, 6800000, 6.8, 3.04329
2, 6833333, 6.83333, 0.975307
2, 6866666, 6.86667, 0.391288
2, 6900000, 6.9, 0.487133
2, 6933333, 6.93333, 1.49495
2, 6966666, 6.96667, 3.84263
2, 7000000, 7, 0.446387
2, 7033333, 7.03333, 4.9479
2, 7066666, 7.06667, 7.02504
2, 7100000, 7.1, 1.02616
2, 7133333, 7.13333, 2.00594
2, 7166666, 7.16667, 1.67911
2, 7200000, 7.2, 0.434521
2, 7233333, 7.23333, 3.4583
2, 7266666, 7.26667, 4.04788
2, 7300000, 7.3, 1.85727
2, 7333333, 7.33333, 0.951028
2, 7366666, 7.36667, 1.22766
2, 7400000, 7.4, 4.32836
2, 7433333, 7.43333, 0.742964
2, 7466666, 7.46667, 0.51458
2, 7500000, 7.5, 2.36076
2, 7533333, 7.53333, 0.820574
2, 7566666, 7.56667, 1.25591
2, 7600000, 7.6, 0.681227
2, 7633333, 7.63333, 0.237448
2, 7666666, 7.66667, 4.26762
2, 7700000, 7.7, 1.39434
2, 7733333, 7.73333, 1.84711
2, 7766666, 7.76667, 3.39657
2, 7800000, 7.8, 2.73848
2, 7833333, 7.83333, 2.78336
2, 7866666, 7.86667, 3.78148
2, 7900000, 7.9, 0.385146
2, 7933333, 7.93333, 2.50611
2, 7966666, 7.96667, 1.92308
2, 8000000, 8, 3.79159
2, 8033333, 8.03333, 2.23766
2, 8066666, 8.06667, 0.359822
2, 8100000, 8.1, 1.38692
2, 8133333, 8.13333, 3.55147
2, 8166666, 8.16667, 4.42259
2, 8200000, 8.2, 0.0510682
2, 8233333, 8.23333, 1.54264
2, 8266666, 8.26667, 6.53857
2, 8300000, 8.3, 1.529
2, 8333333, 8.33333, 2.81447
2, 8366666, 8.36667, 0.498966
2, 8400000, 8.4, 2.8098
2, 8433333, 8.43333, 4.3852
2, 8466666, 8.46667, 0.382527
2, 8500000, 8.5, 1.15691
2, 8533333, 8.53333, 5.64593
2, 8566666, 8.56667, 1.14103
2, 8600000, 8.6, 0.805886
2, 8633333, 8.63333, 0.910449
2, 8666666, 8.66667, 3.09678
2, 8700000, 8.7, 1.6074
2, 8733333, 8.73333, 1.12176
2, 8766666, 8.76667, 5.67477
2, 8800000, 8.8, 2.33186
2, 8833333, 8.83333, 2.40761
2, 8866666, 8.86667, 1.66911
2, 8900000, 8.9, 5.89784
2, 8933333, 8.93333, 2.60034
2, 8966666, 8.96667, 6.92126
2, 9000000, 9, 2.16953
2, 9033333, 9.03333, 1.72527
2, 9066666, 9.06667, 0.300527
2, 9100000, 9.1, 0.637722
2, 9133333, 9.13333, 0.216212
2, 9166666, 9.16667, 2.83053
2, 9200000, 9.2, 6.70638
2, 9233333, 9.23333, 1.62179
2, 9266666, 9.26667, 0.539449
2, 9300000, 9.3, 0.102473
2, 9333333, 9.33333, 3.7725
2, 9366666, 9.36667, 0.366762
2, 9400000, 9.4, 1.47089
2, 9433333, 9.43333, 1.23237
2, 9466666, 9.46667, 0.388362
2, 9500000, 9.5, 1.33688
2, 9533333, 9.53333, 4.2164
2, 9566666, 9.56667, 0.516427
2, 9600000, 9.6, 0.0310775
2, 9633333, 9.63333, 0.76197
2, 9666666, 9.66667, 0.676174
2, 9700000, 9.7, 0.56479
2, 9733333, 9.73333, 0.558921
2, 9766666, 9.76667, 2.32038
2, 9800000, 9.8, 0.647931
2, 9833333, 9.83333, 0.094022
2, 9866666, 9.86667, 4.01436
2, 9900000, 9.9, 0.0801407
2, 9933333, 9.93333, 2.09018
2, 9966666, 9.96667, 0.681839
